IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,540.5,,,,,,540.5117443,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,547.8,,,,,,547.8096658,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,5504,,,,,,5504.330173,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,5568,,,,,,5567.846758,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,5582,,,,,,5582.48162,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,5617,,,,,,5617.296853,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,562.2,,,,,,562.2430449,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,574.4,,,,,,574.4269996,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,5786,,,,,,5785.683069,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,588.7,,,,,,588.7360238,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,594.3,,,,,,594.3035807,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,599.6,,,,,,599.6030241,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,6078,,,,,,6078.136741,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,6174,,,,,,6173.63325,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,621.2,,,,,,621.1625358,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,622.6,,,,,,622.5535324,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,6248,,,,,,6247.656077,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,63.61,,,,,,63.61106018,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,634,,,,,,634.0104014,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,645.3,,,,,,645.3294635,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,660.4,,,,,,660.3858117,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,661.8,,,,,,661.7664248,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,670,,,,,,669.9566755,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,67.09,,,,,,67.08504652,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,6761,,,,,,6761.164949,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,679.8,,,,,,679.8140011,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,682,,,,,,681.9672423,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,7179,,,,,,7179.350536,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,7403,,,,,,7403.009679,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,7412,,,,,,7412.478795,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,752.3,,,,,,752.3029494,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,76.9,,,,,,76.90257765,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,762.2,,,,,,762.2487227,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,770.9,,,,,,770.8753411,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,7706,,,,,,7706.205367,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,771.5,,,,,,771.4724334,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,7711,,,,,,7711.422554,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,45-49 years,AGEGROUP_AGE45-49,,,,,,,793.1,,,,,,793.0566518,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,7975,,,,,,7974.984433,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,8009,,,,,,8009.170797,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,803.4,,,,,,803.3551869,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,8033,,,,,,8033.414272,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,806.1,,,,,,806.087983,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,808,,,,,,808.0486922,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,8141,,,,,,8141.391889,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,8229,,,,,,8228.768701,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,83.76,,,,,,83.76386285,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,849.9,,,,,,849.9277997,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,8710,,,,,,8709.93738,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,873.2,,,,,,873.1780335,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,8748,,,,,,8747.531253,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,879.7,,,,,,879.697403,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,899.1,,,,,,899.0541867,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,904,,,,,,904.0489551,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,907.9,,,,,,907.9087805,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,912.9,,,,,,912.9270088,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,913.9,,,,,,913.8714448,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,92.73,,,,,,92.73360085,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,922.3,,,,,,922.3429771,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,930.1,,,,,,930.1141863,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,945.5,,,,,,945.5222963,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,946.3,,,,,,946.3388051,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,95.88,,,,,,95.87745842,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,45-49 years,AGEGROUP_AGE45-49,,,,,,,952.8,,,,,,952.7718965,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,1-4 years,AGEGROUP_AGE1-4,,,,,,,96.42,,,,,,96.41893283,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,9741,,,,,,9741.180265,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,98.07,,,,,,98.07205217,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,9842,,,,,,9842.23557,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,101768,,,,,,101767.9457,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,108014,,,,,,108014.2751,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,120037,,,,,,120036.9614,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,124822,,,,,,124821.882,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,129030,,,,,,129029.5576,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,136938,,,,,,136937.6253,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,140572,,,,,,140571.8382,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,146428,,,,,,146428.0671,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,157108,,,,,,157108.2019,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,162974,,,,,,162974.1028,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,177980,,,,,,177979.5698,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,179002,,,,,,179002.3695,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2019,true,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,183951,,,,,,183951.231,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,193435,,,,,,193435.0307,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,195257,,,,,,195256.7204,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,199333,,,,,,199333.0223,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,202960,,,,,,202959.6867,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,209224,,,,,,209223.8032,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,209830,,,,,,209829.9016,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,216813,,,,,,216813.2782,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,239268,,,,,,239267.7788,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,257201,,,,,,257200.6641,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,75-79 years,AGEGROUP_AGE75-79,,,,,,,265330,,,,,,265330.1605,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2019,true,Sex,Male,SEX_MLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,266360,,,,,,266360.4379,,,EN,2020-12-06T05:00:00.000Z
